央视,#genre#
SiTV新视觉,http://183.207.255.188/live/program/live/xsjhd/4000000/mnf.m3u8
超级电视剧,http://39.134.135.82/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226253/1.m3u8
超级电影,http://39.134.135.126/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226233/1.m3u8
超级综艺,http://39.134.135.84/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226231/1.m3u8
超级综艺,http://39.134.135.82/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226370/1.m3u8
超级综艺,http://39.134.135.124/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226231/1.m3u8
爱电竞,http://112.15.230.41/PLTV/88888888/224/3221230029/index.m3u8
爱谍战,http://112.15.230.41/PLTV/88888888/224/3221230092/index.m3u8
爱都市,http://112.15.230.41/PLTV/88888888/224/3221230104/index.m3u8
爱怀旧,http://112.15.230.41/PLTV/88888888/224/3221230049/index.m3u8
爱江湖,http://112.15.230.41/PLTV/88888888/224/3221230074/index.m3u8
爱解密,http://112.15.230.41/PLTV/88888888/224/3221230080/index.m3u8
爱军武,http://112.15.230.41/PLTV/88888888/224/3221230083/index.m3u8
爱历史,http://112.15.230.41/PLTV/88888888/224/3221230100/index.m3u8
爱猎奇,http://112.15.230.41/PLTV/88888888/224/3221230097/index.m3u8
爱旅行,http://112.15.230.41/PLTV/88888888/224/3221230052/index.m3u8
爱奇谈,http://112.15.230.41/PLTV/88888888/224/3221230023/index.m3u8
爱赛车,http://112.15.230.41/PLTV/88888888/224/3221230032/index.m3u8
爱世界,http://112.15.230.41/PLTV/88888888/224/3221230046/index.m3u8
爱体育,http://112.15.230.41/PLTV/88888888/224/3221230103/index.m3u8
爱体育,http://112.15.230.41/PLTV/88888888/224/3221230034/index.m3u8
爱玩具,http://112.15.230.41/PLTV/88888888/224/3221230026/index.m3u8
爱悬疑,http://112.15.230.41/PLTV/88888888/224/3221230098/index.m3u8
爱幼教,http://112.15.230.41/PLTV/88888888/224/3221230086/index.m3u8
爱娱乐,http://112.15.230.41/PLTV/88888888/224/3221230077/index.m3u8
港澳,#genre#
香港卫视,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Pcontent_id=&Provider_id=&Fsv_chan_hls_se_idx=190
香港卫视,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=190&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
凤凰中文,https://www.chaojidianshi.net/nzbtv/ldlive.php?id=fhzw
凤凰中文,http://223.110.235.3/ott.js.chinamobile.com/PLTV/3/224/3221228057/index.m3u8$JS1080P
凤凰中文,http://117.169.120.138:8080/live/fhchinese/index.m3u8
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰中文,http://223.110.245.167/ott.js.chinamobile.com/PLTV/3/224/3221226922/index.m3u8
凤凰中文,http://223.110.236.10/ott.js.chinamobile.com/PLTV/3/224/3221228057/index.m3u8
凤凰资讯,http://www.chaojidianshi.net/nzbtv/ldlive.php?id=fhzx
凤凰资讯,http://223.110.235.13/ott.js.chinamobile.com/PLTV/3/224/3221228098/index.m3u8$JS1080P
凤凰资讯,http://zb.ios.ifeng.com/live/05QGCOB3T34/index.m3u8
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4.m3u8
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰资讯,http://223.110.245.167/ott.js.chinamobile.com/PLTV/3/224/3221226923/index.m3u8
凤凰资讯,http://223.110.235.4/ott.js.chinamobile.com/PLTV/3/224/3221228098/index.m3u8
凤凰资讯,http://183.207.249.35/PLTV/3/224/3221226923/index.m3u8
凤凰资讯,http://117.169.124.43:6610/ysten-businessmobile/live/fhzixun/index.m3u8
凤凰资讯,http://117.169.124.37:6610/ysten-businessmobile/live/fhzixun/1.m3u8
凤凰资讯,http://117.169.120.160:8080/live/fhzixun/1.m3u8
凤凰资讯,http://117.169.120.138:8080/live/fhzixun/index.m3u8
凤凰资讯,http://117.169.120.138:8080/live/fhzixun/.m3u8
凤凰香港台,http://223.110.236.2/ott.js.chinamobile.com/PLTV/3/224/3221228060/index.m3u8$JS1080P
凤凰香港台,http://223.110.245.136/PLTV/3/224/3221226975/index.m3u8
凤凰香港台,http://223.110.245.137/PLTV/3/224/3221226975/index.m3u8
凤凰香港台,http://223.110.245.136/PLTV/3/224/3221226975/index.m3u8
凤凰香港台,http://223.110.236.3/ott.js.chinamobile.com/PLTV/3/224/3221228060/index.m3u8
TVB翡翠台,http://www.chaojidianshi.net/nzbtv/ldlive.php?id=hkjade
TVB翡翠台,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Pcontent_id=&Provider_id=&Fsv_chan_hls_se_idx=188
TVB翡翠台,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=188&Fsv_rate_id=1&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
TVB明珠台,http://116.199.5.52:8114/00000000/index.m3u8?Fsv_chan_hls_se_idx=12&FvSeid=1&Fsv_ctype=LIVES&Fsv_otype=1&Provider_id=&Pcontent_id=.m3u8
TVB明珠台,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=12&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
TVB明珠台,http://116.199.5.51:8114/00000000/2e368e04c76446bc9d30ca7a9f934dae/index.m3u8?Fsv_cid=1034&Fsv_chan_hls_se_idx=12&Fsv_ctype=LIVES&version=9&Fsv_rate_id=1&Fsv_otype=1&FvSeid=5abd1660af1babb4&Pcontent_id=7f88be5fb6fd426494f6aa240f1dc7a9&Provider_id=00000000&Fsv_filetype=1&Fsv_ShiftEnable=0&Fsv_SV_PARAM1=0&Fsv_ShiftTsp=240&Fsv_CMSID=00000000&AuthInfo=P2ZSH2gNMZ8aiVfV%2BjCYczoGsAYoDo4KY5I3eHfJhGTKdSzgLwCHoSet9it9fXrMLwehJxh9gmO%2F%0AOFrWyxI%2BtteLTJnZKT7Lg8BRYQNXMQU%3D%0A
TVB J2,https://www.chaojidianshi.net/nzbtv/ldlive.php?id=hkj22
TVB财经,https://www.chaojidianshi.net/nzbtv/ldlive.php?id=hkj52
香港卫视文旅,https://myun-hw-s3.myun.tv/melj80jz/lxx27bol/1551285536499984128.m3u8
有线新闻,https://p2.weizan.cn/1646497941/697113090439139174/live.m3u8
有线新闻,https://r2.weizan.cn/v/1646497941_697113090439139174.flv
无线财经咨询台,http://www.chaojidianshi.net/nzbtv/ldlive.php?id=hkj52
耀才财经,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8
耀才财经,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8?wowzasessionid=64000
澳视澳门,http://61.244.22.4/ch1/ch1.live/index.m3u8
澳门奥视,http://61.244.22.4/ch3/ch3.live/playelist.m3u8
新马,#genre#
双星,http://50.7.161.82:8278/streams/d/Shuangxing/playlist.m3u8
全佳,http://50.7.161.82:8278/streams/d/Quanjia/playlist.m3u8
八度空间,http://50.7.161.82:8278/streams/d/TV8/playlist.m3u8
boo恐怖片,http://50.7.161.82:8278/streams/d/Boo/playlist.m3u8
天映频道,https://www.chaojidianshi.net/nzbtv/ldlive.php?id=hktypd
天映频道,http://50.7.161.82:8278/streams/d/Celestial/playlist.m3u8
天映经典,http://50.7.161.82:8278/streams/d/Celestial2/playlist.m3u8
天映经典,https://www.chaojidianshi.net/nzbtv/ldlive.php?id=hktyjd
天映经典,http://50.7.161.82:8277/streams/d/celestial2_pye/playlist.m3u8
Maah TV,http://51.210.199.33/hls/stream.m3u8
CNA,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_2.m3u8
台湾,#genre#
CATCHPLAY电影台,http://sytv.xtvants.fun/mytv.php?id=catchplay&token=free&user=free
采昌影剧台,http://sytv.xtvants.fun/mytv.php?id=ccyj&token=free&user=free
影迷数位电影台,http://sytv.xtvants.fun/mytv.php?id=ymswdy&token=free&user=free
美亚电影,https://www.chaojidianshi.net/nzbtv/ldlive.php?id=twmydy
龙祥时代,https://www.chaojidianshi.net/nzbtv/ldlive.php?id=twlxdy
龙华电影,http://sytv.xtvants.fun/mytv.php?id=lhdy&token=free&user=free
龙华动画,http://sytv.xtvants.fun/mytv.php?id=lhkt&token=free&user=free
龙华偶像,http://sytv.xtvants.fun/mytv.php?id=lhox&token=free&user=free
龙华影剧,http://sytv.xtvants.fun/mytv.php?id=lhrh&token=free&user=free
龙华戏剧,http://sytv.xtvants.fun/mytv.php?id=lhxj&token=free&user=free
龙华洋片,http://sytv.xtvants.fun/mytv.php?id=lhyp&token=free&user=free
东森超视,http://sytv.xtvants.fun/mytv.php?id=dscs&token=free&user=free
东森电影,https://www.chaojidianshi.net/nzbtv/ldlive.php?id=twdsdy
东森电影,http://sytv.xtvants.fun/mytv.php?id=dsdy&token=free&user=free
东森戏剧,http://sytv.xtvants.fun/mytv.php?id=dsxj&token=free&user=free
东森新闻,http://sytv.xtvants.fun/mytv.php?id=dsxw&token=free&user=free
东森洋片,http://sytv.xtvants.fun/mytv.php?id=dsyp&token=free&user=free
东森幼幼,http://sytv.xtvants.fun/mytv.php?id=dsyy&token=free&user=free
东森综合,http://sytv.xtvants.fun/mytv.php?id=dszh&token=free&user=free
中视,http://sytv.xtvants.fun/mytv.php?id=zs&token=free&user=free
中视菁采台,http://sytv.xtvants.fun/mytv.php?id=zsjc&token=free&user=free
中视经典台,http://sytv.xtvants.fun/mytv.php?id=zsjd&token=free&user=free
中视新闻台,http://sytv.xtvants.fun/mytv.php?id=zsxw&token=free&user=free
TVBS,https://www.chaojidianshi.net/nzbtv/ldlive.php?id=twtvbs
TVBS,http://sytv.xtvants.fun/mytv.php?id=tvbs&token=free&user=free
TVBS欢乐台,http://sytv.xtvants.fun/mytv.php?id=tvbshl&token=free&user=free
TVBS精采台,http://sytv.xtvants.fun/mytv.php?id=tvbsjc&token=free&user=free
TVBS新闻台,http://sytv.xtvants.fun/mytv.php?id=tvbsxw&token=free&user=free
TVBS新闻台,https://www.chaojidianshi.net/nzbtv/ldlive.php?id=twtvbsxw
TVBS新闻台,http://www.chaojidianshi.net/nzbtv/ldlive.php?id=twtvbsxw
中天娱乐台,http://sytv.xtvants.fun/mytv.php?id=ztyl&token=free&user=free
中天综合台,http://sytv.xtvants.fun/mytv.php?id=ztzh&token=free&user=free
中天新闻,http://www.hrpan.tk/hls/tl_ztxw.m3u8
中天新闻,http://sytv.xtvants.fun/mytv.php?id=ztxw&token=free&user=free
民视第一台,http://sytv.xtvants.fun/mytv.php?id=msdy&token=free&user=free
民视旅游台,http://sytv.xtvants.fun/mytv.php?id=msly&token=free&user=free
民视台湾台,http://sytv.xtvants.fun/mytv.php?id=mstw&token=free&user=free
民视新闻台,http://sytv.xtvants.fun/mytv.php?id=msxw&token=free&user=free
民视新闻台,https://www.chaojidianshi.net/nzbtv/ldlive.php?id=twmsxw
民视影剧台,http://sytv.xtvants.fun/mytv.php?id=msyj&token=free&user=free
民视综艺台,http://sytv.xtvants.fun/mytv.php?id=mszy&token=free&user=free
华视 CTS,http://sytv.xtvants.fun/mytv.php?id=hs&token=free&user=free
华视新闻资讯台,http://sytv.xtvants.fun/mytv.php?id=hsxw&token=free&user=free
大爱海外,https://pulltv3.wanfudaluye.com/live/tv3.m3u8
大爱1,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大爱2,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
大爱2,https://pulltv1.wanfudaluye.com/live/tv2.m3u8
大爱3,https://pulltv3.wanfudaluye.com/live/tv3.m3u8
三立都会,https://setlive-lh.akamaihd.net/i/setmetro_1@132201/index_1080_av-b.m3u8?sd=10&rebase=on
三立都会,http://sytv.xtvants.fun/mytv.php?id=sldh&token=free&user=free
三立综合,http://sytv.xtvants.fun/mytv.php?id=slzh&token=free&user=free
三立台湾,https://setlive-lh.akamaihd.net/i/settaiwan_1@301196/index_1080_av-b.m3u8?sd=10&rebase=on
三立新闻,https://www.chaojidianshi.net/nzbtv/ldlive.php?id=twslxw
台新闻,http://www.chaojidianshi.net/nzbtv/ldlive.php?id=twyxw
台新闻,https://www.chaojidianshi.net/nzbtv/ldlive.php?id=twyxw
台新闻,http://sytv.xtvants.fun/mytv.php?id=yxw&token=free&user=free
非凡商业台,http://sytv.xtvants.fun/mytv.php?id=ffsy&token=free&user=free
非凡新闻台,http://sytv.xtvants.fun/mytv.php?id=ffxw&token=free&user=free
年代新闻,https://www.chaojidianshi.net/nzbtv/ldlive.php?id=twndxw
寰宇新闻台,http://sytv.xtvants.fun/mytv.php?id=hyxw&token=free&user=free
寰宇新闻台湾台,http://sytv.xtvants.fun/mytv.php?id=hyxw2&token=free&user=free
台视新闻台,http://sytv.xtvants.fun/mytv.php?id=tsxw&token=free&user=free
非凡新闻,https://www.chaojidianshi.net/nzbtv/ldlive.php?id=twffxw
亚洲旅游,http://58.99.33.16:1935/liveedge17/live_172_3.stream/chunklist.m3u8
亚洲旅游,http://sytv.xtvants.fun/mytv.php?id=yzly&token=free&user=free
宝宝世界,http://sytv.xtvants.fun/mytv.php?id=bbsj&token=free&user=free
好消息电视台1,http://live-350k.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch1-1.m3u8
好消息电视台2,http://live-350k.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch2-1.m3u8
好消息国度新闻,https://vod.streamingfast.net/hls-vod/video/1200k/NW1A0180_1200k.mp4.m3u8
Medici-Arts,http://sytv.xtvants.fun/mytv.php?id=mdqys&token=free&user=free
華藏衛視 (720p),http://118.163.88.61:1935/hwazanlivetv/live.stream/playlist.m3u8
唯心电視,http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/chunklist_w1177047531.m3u8
OH!k,http://50.7.161.82:8278/streams/d/Ohk/playlist.m3u8
博斯高球,http://sytv.xtvants.fun/mytv.php?id=bsgq&token=free&user=free
博斯高球II,http://sytv.xtvants.fun/mytv.php?id=bsgq2&token=free&user=free
博斯魅力,http://sytv.xtvants.fun/mytv.php?id=bsml&token=free&user=free
博斯网球,http://sytv.xtvants.fun/mytv.php?id=bswq&token=free&user=free
博斯无限,http://sytv.xtvants.fun/mytv.php?id=bswx&token=free&user=free
博斯无限二台,http://sytv.xtvants.fun/mytv.php?id=bswx2&token=free&user=free
博斯运动一台,http://sytv.xtvants.fun/mytv.php?id=bsyd&token=free&user=free
博斯运动二台,http://sytv.xtvants.fun/mytv.php?id=bsyd2&token=free&user=free
智林体育,http://58.99.33.16:1935/liveedge17/live_122_3.stream/chunklist.m3u8
中台湾生活网,http://58.99.33.16:1935/liveedge17/live_020_3.stream/chunklist.m3u8
地方台,#genre#
安徽公共,http://149.129.100.78/anhui.php?id=50
安徽公共,http://zbbf2.ahtv.cn/live/752.m3u8
安徽经济生活,http://zbbf2.ahtv.cn/live/750.m3u8
安徽科教,http://zbbf2.ahtv.cn/live/754.m3u8
安徽人物,http://zbbf2.ahtv.cn/live/da9.m3u8
安徽人物,http://149.129.100.78/anhui.php?id=69
安徽影视,http://zbbf2.ahtv.cn/live/756.m3u8
安徽影视,http://149.129.100.78/anhui.php?id=72
安徽综艺体育,http://zbbf2.ahtv.cn/live/758.m3u8
安徽综艺体育,http://149.129.100.78/anhui.php?id=73
安徽农业科教,http://149.129.100.78/anhui.php?id=51
浙江休闲台,http://hw-m-l.cztv.com/channels/lantian/channel06/1080p.m3u8  
南宁都市生活,http://hls.nntv.cn/nnlive/NNTV_METRO_A.m3u8
南宁公共,http://hls.nntv.cn/nnlive/NNTV_PUB_A.m3u8
南宁新闻综合,http://hls.nntv.cn/nnlive/NNTV_NEWS_A.m3u8
南宁影视娱乐,http://hls.nntv.cn/nnlive/NNTV_VOD_A.m3u8
